Arrived Home,"January 25, 2019 at 06:58PM",,"https://maps.google.com/?q=53.36946943640538,-6.236269499999942&z=18"
Left Home,"January 26, 2019 at 04:26PM",,"https://maps.google.com/?q=53.36951553622526,-6.2363057&z=18"
Arrived Home,"January 26, 2019 at 05:32PM",,"https://maps.google.com/?q=53.36946943640538,-6.236269499999942&z=18"
Left Home,"January 26, 2019 at 06:11PM",,"https://maps.google.com/?q=53.36951553622526,-6.2363057&z=18"
Arrived Home,"January 27, 2019 at 12:58AM",,"https://maps.google.com/?q=53.36946943640538,-6.236269499999942&z=18"
Left Home,"January 27, 2019 at 12:14PM",,"https://maps.google.com/?q=53.36951553622526,-6.2363057&z=18"
Arrived Home,"January 27, 2019 at 06:21PM",,"https://maps.google.com/?q=53.36946943640538,-6.236269499999942&z=18"
Left Home,"January 28, 2019 at 07:58AM",,"https://maps.google.com/?q=53.36951553622526,-6.2363057&z=18"
Arrived At Work,"January 28, 2019 at 08:33AM",,"https://maps.google.com/?q=53.33399285914321,-6.2547336944427245&z=18"
Left Work,"January 28, 2019 at 01:20PM",,"https://maps.google.com/?q=53.33387421252122,-6.25497546931149&z=18"
Arrived At Work,"January 28, 2019 at 01:29PM",,"https://maps.google.com/?q=53.33399285914321,-6.2547336944427245&z=18"
Left Work,"January 28, 2019 at 05:07PM",,"https://maps.google.com/?q=53.33387421252122,-6.25497546931149&z=18"
Arrived Home,"January 28, 2019 at 06:00PM",,"https://maps.google.com/?q=53.36946943640538,-6.236269499999942&z=18"
Left Home,"January 28, 2019 at 06:39PM",,"https://maps.google.com/?q=53.36951553622526,-6.2363057&z=18"
Arrived Home,"January 28, 2019 at 07:56PM",,"https://maps.google.com/?q=53.36946943640538,-6.236269499999942&z=18"
Left Home,"January 29, 2019 at 08:40AM",,"https://maps.google.com/?q=53.36951553622526,-6.2363057&z=18"
Arrived At Work,"January 29, 2019 at 09:36AM",,"https://maps.google.com/?q=53.33399285914321,-6.2547336944427245&z=18"
Left Work,"January 29, 2019 at 01:26PM",,"https://maps.google.com/?q=53.33387421252122,-6.25497546931149&z=18"
Arrived At Work,"January 29, 2019 at 01:30PM",,"https://maps.google.com/?q=53.33399285914321,-6.2547336944427245&z=18"
Left Work,"January 29, 2019 at 06:14PM",,"https://maps.google.com/?q=53.33387421252122,-6.25497546931149&z=18"
Arrived Home,"January 29, 2019 at 06:56PM",,"https://maps.google.com/?q=53.36946943640538,-6.236269499999942&z=18"
Left Home,"January 30, 2019 at 08:48AM",,"https://maps.google.com/?q=53.36951553622526,-6.2363057&z=18"
